"No.","Time","Source","Destination","Protocol","Length","Info"
"19","0.210509","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=17 Ack=17 Win=44032 Len=0 TSval=979515 TSecr=979515"
"20","0.211101","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_HELLO"
"21","0.211109","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=17 Ack=17 Win=44032 Len=0 TSval=979515 TSecr=979515"
"22","0.211290","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_FEATURES_REQUEST"
"23","0.211301","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=17 Ack=25 Win=44032 Len=0 TSval=979515 TSecr=979515"
"24","0.216388","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_FEATURES_REQUEST"
"25","0.216397","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=17 Ack=25 Win=44032 Len=0 TSval=979517 TSecr=979517"
"26","0.218119","192.168.56.102","192.168.56.102","OpenFlow","98","Type: OFPT_FEATURES_REPLY"
"27","0.218311","192.168.56.102","192.168.56.102","OpenFlow","98","Type: OFPT_FEATURES_REPLY"
"28","0.218646","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"29","0.218861","192.168.56.102","192.168.56.102","OpenFlow","274","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"30","0.219197","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"31","0.222184","192.168.56.102","192.168.56.102","OpenFlow","94","Type: OFPT_GET_CONFIG_REQUEST"
"32","0.222465","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"33","0.222487","192.168.56.102","192.168.56.102","OpenFlow","78","Type: OFPT_GET_CONFIG_REPLY"
"34","0.222517","192.168.56.102","192.168.56.102","OpenFlow","274","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"35","0.223654","192.168.56.102","192.168.56.102","OpenFlow","94","Type: OFPT_GET_CONFIG_REQUEST"
"36","0.224038","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=69 Ack=277 Win=45056 Len=0 TSval=979518 TSecr=979518"
"37","0.224326","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER_FEATURES"
"38","0.224499","192.168.56.102","192.168.56.102","OpenFlow","98","Type: OFPT_MULTIPART_REPLY, OFPMP_METER_FEATURES"
"39","0.224546","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"40","0.224561","192.168.56.102","192.168.56.102","OpenFlow","78","Type: OFPT_GET_CONFIG_REPLY"
"41","0.224854","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=69 Ack=277 Win=45056 Len=0 TSval=979519 TSecr=979519"
"42","0.225175","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER_FEATURES"
"43","0.225470","192.168.56.102","192.168.56.102","OpenFlow","98","Type: OFPT_MULTIPART_REPLY, OFPMP_METER_FEATURES"
"44","0.226673","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_DESC"
"45","0.227368","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_DESC"
"46","0.227469","192.168.56.102","192.168.56.102","OpenFlow","1138","Type: OFPT_MULTIPART_REPLY, OFPMP_DESC"
"47","0.227524","192.168.56.102","192.168.56.102","OpenFlow","1138","Type: OFPT_MULTIPART_REPLY, OFPMP_DESC"
"48","0.246927","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_ROLE_REQUEST"
"49","0.248060","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_ROLE_REPLY"
"50","0.253649","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_ROLE_REQUEST"
"51","0.253738","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_ROLE_REPLY"
"52","0.288582","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=125 Ack=1405 Win=47104 Len=0 TSval=979535 TSecr=979524"
"53","0.292785","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=125 Ack=1405 Win=47104 Len=0 TSval=979536 TSecr=979526"
"54","0.295299","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_ROLE_REQUEST"
"55","0.295967","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_ROLE_REPLY"
"56","0.295977","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=149 Ack=1429 Win=47104 Len=0 TSval=979536 TSecr=979536"
"57","0.366224","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"58","0.366342","192.168.56.102","192.168.56.102","OpenFlow","274","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"59","0.366350","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=165 Ack=1637 Win=49152 Len=0 TSval=979554 TSecr=979554"
"60","0.371428","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"61","0.371927","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"62","0.371996","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1405 Ack=367 Win=44032 Len=0 TSval=979555 TSecr=979555"
"63","0.372654","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"64","0.374252","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"65","0.374327","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1405 Ack=609 Win=44032 Len=0 TSval=979556 TSecr=979556"
"66","0.396374","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"67","0.396999","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"68","0.397037","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1405 Ack=713 Win=44032 Len=0 TSval=979562 TSecr=979562"
"69","0.397049","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"70","0.397052","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=713 Ack=1413 Win=47104 Len=0 TSval=979562 TSecr=979562"
"71","0.455625","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"72","0.456888","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"73","0.456968","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1413 Ack=817 Win=44032 Len=0 TSval=979577 TSecr=979576"
"74","0.456983","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"75","0.457383","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"76","0.459005","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"77","0.459125","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1421 Ack=921 Win=44032 Len=0 TSval=979577 TSecr=979577"
"78","0.459149","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"79","0.460858","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"80","0.462154","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"81","0.462236","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1429 Ack=1025 Win=44032 Len=0 TSval=979578 TSecr=979578"
"82","0.462314","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"83","0.485797","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"84","0.502389","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"85","0.502493","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1637 Ack=407 Win=44032 Len=0 TSval=979588 TSecr=979584"
"86","0.502876","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"87","0.503806","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"88","0.503932","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"89","0.503956","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1437 Ack=1129 Win=44032 Len=0 TSval=979588 TSecr=979588"
"90","0.503965","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"91","0.504325","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"92","0.504957","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"93","0.505002","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1637 Ack=649 Win=44032 Len=0 TSval=979589 TSecr=979588"
"94","0.506739","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"95","0.507206","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"96","0.507674","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"97","0.507732","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"98","0.507987","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"99","0.508040","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1637 Ack=891 Win=44032 Len=0 TSval=979589 TSecr=979589"
"100","0.508559","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"101","0.509043","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"102","0.509417","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"103","0.509820","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_ROLE_REQUEST"
"104","0.509889","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_ROLE_REPLY"
"105","0.511397","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"106","0.511500","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1637 Ack=1133 Win=44032 Len=0 TSval=979590 TSecr=979590"
"107","0.511870","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"108","0.512441","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"109","0.514508","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"110","0.516531","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"111","0.516605","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1969 Ack=1499 Win=44032 Len=0 TSval=979591 TSecr=979591"
"112","0.516878","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"113","0.516929","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1637 Ack=1237 Win=44032 Len=0 TSval=979591 TSecr=979591"
"114","0.516939","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"115","0.517256","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"116","0.517493","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"117","0.517949","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"118","0.530468","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"119","0.530625","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1768 Ack=1341 Win=44032 Len=0 TSval=979595 TSecr=979592"
"120","0.530639","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"121","0.530988","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"122","0.531042","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=1969 Ack=1741 Win=44032 Len=0 TSval=979595 TSecr=979592"
"123","0.531341","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_DESC"
"124","0.531393","192.168.56.102","192.168.56.102","OpenFlow","274","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_DESC"
"125","0.531662","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"126","0.532299","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"127","0.532350","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1776 Ack=1445 Win=44032 Len=0 TSval=979595 TSecr=979595"
"128","0.532360","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"129","0.534704","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"130","0.535367","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"131","0.535413","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1784 Ack=1549 Win=44032 Len=0 TSval=979596 TSecr=979596"
"132","0.535423","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"133","0.536720","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"134","0.537346","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"135","0.537393","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1792 Ack=1653 Win=44032 Len=0 TSval=979597 TSecr=979597"
"136","0.537404","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"137","0.537664","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"138","0.538143","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"139","0.538180","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=1800 Ack=1757 Win=44032 Len=0 TSval=979597 TSecr=979597"
"140","0.538188","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"141","0.545163","192.168.56.102","192.168.56.102","OpenFlow","162","Type: OFPT_FLOW_MOD"
"142","0.546000","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"143","0.546029","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=2177 Ack=1861 Win=44032 Len=0 TSval=979599 TSecr=979599"
"144","0.546038","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"145","0.576384","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=1757 Ack=1808 Win=49152 Len=0 TSval=979607 TSecr=979597"
"146","0.584528","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=1861 Ack=2185 Win=49152 Len=0 TSval=979609 TSecr=979599"
"147","1.281741","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_STATS"
"148","1.281907","192.168.56.102","192.168.56.102","OpenFlow","418","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_STATS"
"149","1.281913","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=1781 Ack=2160 Win=51200 Len=0 TSval=979783 TSecr=979783"
"150","1.282184","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_TABLE"
"151","1.282377","192.168.56.102","192.168.56.102","OpenFlow","6178","Type: OFPT_MULTIPART_REPLY, OFPMP_TABLE"
"152","1.282630","192.168.56.102","192.168.56.102","OpenFlow","122","Type: OFPT_MULTIPART_REQUEST, OFPMP_FLOW"
"153","1.282715","192.168.56.102","192.168.56.102","OpenFlow","562","Type: OFPT_MULTIPART_REPLY, OFPMP_FLOW"
"154","1.302677","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_TABLE"
"155","1.303190","192.168.56.102","192.168.56.102","OpenFlow","6178","Type: OFPT_MULTIPART_REPLY, OFPMP_TABLE"
"156","1.303207","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=1877 Ack=8297 Win=180224 Len=0 TSval=979788 TSecr=979788"
"157","1.304368","192.168.56.102","192.168.56.102","OpenFlow","122","Type: OFPT_MULTIPART_REQUEST, OFPMP_FLOW"
"158","1.304705","192.168.56.102","192.168.56.102","OpenFlow","562","Type: OFPT_MULTIPART_REPLY, OFPMP_FLOW"
"159","1.305508","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_MULTIPART_REQUEST, OFPMP_PORT_STATS"
"160","1.305725","192.168.56.102","192.168.56.102","OpenFlow","418","Type: OFPT_MULTIPART_REPLY, OFPMP_PORT_STATS"
"161","1.315188","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_MULTIPART_REQUEST, OFPMP_GROUP"
"162","1.315396","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REPLY, OFPMP_GROUP"
"163","1.315593","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_MULTIPART_REQUEST, OFPMP_GROUP"
"164","1.315637","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REPLY, OFPMP_GROUP"
"165","1.315857","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_GROUP_DESC"
"166","1.315898","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REPLY, OFPMP_GROUP_DESC"
"167","1.316212","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REQUEST, OFPMP_GROUP_DESC"
"168","1.316278","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REPLY, OFPMP_GROUP_DESC"
"169","1.316646","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER"
"170","1.316710","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REPLY, OFPMP_METER"
"171","1.316782","192.168.56.102","192.168.56.102","OpenFlow","90","Type: OFPT_MULTIPART_REQUEST, OFPMP_METER"
"172","1.316814","192.168.56.102","192.168.56.102","OpenFlow","82","Type: OFPT_MULTIPART_REPLY, OFPMP_METER"
"173","1.357743","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=2021 Ack=9193 Win=204800 Len=0 TSval=979802 TSecr=979792"
"174","1.357752","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=1917 Ack=8816 Win=194560 Len=0 TSval=979802 TSecr=979792"
"175","3.415828","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"176","3.416463","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"177","3.416610","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=8816 Ack=2159 Win=44032 Len=0 TSval=980317 TSecr=980316"
"178","3.416892","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"179","3.417150","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"180","3.417158","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=2021 Ack=9316 Win=204800 Len=0 TSval=980317 TSecr=980317"
"181","3.417545","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"182","3.417610","192.168.56.102","192.168.56.102","TCP","66","41154  >  6633 [ACK] Seq=8816 Ack=2401 Win=44032 Len=0 TSval=980317 TSecr=980317"
"183","3.417789","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"184","3.417795","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=2021 Ack=9439 Win=204800 Len=0 TSval=980317 TSecr=980317"
"185","3.522842","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"186","3.523166","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"187","3.523206","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=9439 Ack=2263 Win=44032 Len=0 TSval=980343 TSecr=980343"
"188","3.523518","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"189","3.523929","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"190","3.523942","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=2401 Ack=8939 Win=194560 Len=0 TSval=980343 TSecr=980343"
"191","3.524308","192.168.56.102","192.168.56.102","OpenFlow","187","Type: OFPT_PACKET_OUT"
"192","3.524363","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=9439 Ack=2505 Win=44032 Len=0 TSval=980343 TSecr=980343"
"193","3.524620","192.168.56.102","192.168.56.102","OpenFlow","189","Type: OFPT_PACKET_IN"
"194","3.524627","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=2401 Ack=9062 Win=194560 Len=0 TSval=980344 TSecr=980344"
"195","3.850964","192.168.56.102","192.168.56.102","OpenFlow","150","Type: OFPT_PACKET_IN"
"196","3.850977","192.168.56.102","192.168.56.102","TCP","66","6633  >  41152 [ACK] Seq=2505 Ack=9523 Win=204800 Len=0 TSval=980425 TSecr=980425"
"197","3.870353","192.168.56.102","192.168.56.102","OpenFlow","148","Type: OFPT_PACKET_OUT"
"198","3.870808","192.168.56.102","192.168.56.102","OpenFlow","150","Type: OFPT_PACKET_IN"
"199","3.870818","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=2483 Ack=9146 Win=194560 Len=0 TSval=980430 TSecr=980430"
"200","3.874169","192.168.56.102","192.168.56.102","OpenFlow","148","Type: OFPT_PACKET_OUT"
"201","3.874573","192.168.56.102","192.168.56.102","OpenFlow","206","Type: OFPT_PACKET_IN"
"202","3.883844","192.168.56.102","192.168.56.102","OpenFlow","204","Type: OFPT_PACKET_OUT"
"203","3.884162","192.168.56.102","192.168.56.102","OpenFlow","206","Type: OFPT_PACKET_IN"
"204","3.884218","192.168.56.102","192.168.56.102","TCP","66","6633  >  41154 [ACK] Seq=2483 Ack=9286 Win=206848 Len=0 TSval=980433 TSecr=980433"
"205","3.886219","192.168.56.102","192.168.56.102","OpenFlow","204","Type: OFPT_PACKET_OUT"
"206","3.886649","192.168.56.102","192.168.56.102","OpenFlow","206","Type: OFPT_PACKET_IN"
"207","3.890256","192.168.56.102","192.168.56.102","OpenFlow","204","Type: OFPT_PACKET_OUT"
"208","3.890692","192.168.56.102","192.168.56.102","OpenFlow","206","Type: OFPT_PACKET_IN"
"209","3.893306","192.168.56.102","192.168.56.102","OpenFlow","204","Type: OFPT_PACKET_OUT"
"210","3.898446","192.168.56.102","192.168.56.102","OpenFlow","206","Type: OFPT_PACKET_IN"
"211","3.900433","192.168.56.102","192.168.56.102","OpenFlow","170","Type: OFPT_FLOW_MOD"
"212","3.901204","192.168.56.102","192.168.56.102","TCP","66","41152  >  6633 [ACK] Seq=9803 Ack=2967 Win=46080 Len=0 TSval=980438 TSecr=980436"
"213","3.901983","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REQUEST"
"214","3.902107","192.168.56.102","192.168.56.102","OpenFlow","74","Type: OFPT_BARRIER_REPLY"
"215","3.904451","192.168.56.102","192.168.56.102","OpenFlow","204","Type: OFPT_PACKET_OUT"
"216","3.904834","192.168.56.102","192.168.56.102","OpenFlow","206","Type: OFPT_PACKET_IN"
